,age,c_weight,course,date,field,gender,head_count,horse_name,j_weight,jackie,odds,popu,race,race_name,rank,trainerA,trainerB,weight,year
20080101030800,3,+4,ダ1700m,8/23(土),札幌,牡,13頭,ダイバクフ,54.0,馬渕繁,26.7,9,8R,３歳上５００万下,1,地方,佐藤英,450,2008.0
20080101030801,5,-10,ダ1700m,8/23(土),札幌,牡,13頭,インサイダー,56.0,☆的場,6.3,3,8R,３歳上５００万下,2,美浦,小林,500,2008.0
20080101030802,5,+14,ダ1700m,8/23(土),札幌,牡,13頭,バルバロ,57.0,横山典,3.0,1,8R,３歳上５００万下,3,美浦,国枝,504,2008.0
20080101030803,4,+4,ダ1700m,8/23(土),札幌,牡,13頭,ドンブレイカー,57.0,武幸,67.8,13,8R,３歳上５００万下,4,栗東,藤岡健,428,2008.0
20080101030804,4,+12,ダ1700m,8/23(土),札幌,牡,13頭,スプリングサンテ,57.0,長谷川,12.0,6,8R,３歳上５００万下,5,栗東,中村,462,2008.0
20080101030805,5,+4,ダ1700m,8/23(土),札幌,セ,13頭,アルタントプチ,57.0,梶,20.9,7,8R,３歳上５００万下,6,美浦,菊川,450,2008.0
20080101030806,3,0,ダ1700m,8/23(土),札幌,牡,13頭,ローンウルフ,52.0,△三浦,4.0,2,8R,３歳上５００万下,7,美浦,栗田,464,2008.0
20080101030807,6,-4,ダ1700m,8/23(土),札幌,セ,13頭,クリノハリマオー,57.0,菊沢,58.2,11,8R,３歳上５００万下,8,美浦,内藤,454,2008.0
20080101030808,3,-10,ダ1700m,8/23(土),札幌,牡,13頭,ファイナルファイト,54.0,北村浩,26.4,8,8R,３歳上５００万下,9,栗東,鶴留,458,2008.0
20080101030809,6,+4,ダ1700m,8/23(土),札幌,牝,13頭,タイキプロバンス,52.0,▲丸田,27.7,10,8R,３歳上５００万下,10,美浦,高橋祥,462,2008.0
20080101030810,3,+6,ダ1700m,8/23(土),札幌,牡,13頭,シャイニングアワー,54.0,池添,8.0,4,8R,３歳上５００万下,11,栗東,羽月,486,2008.0
20080101030811,5,+2,ダ1700m,8/23(土),札幌,牡,13頭,ティリブルティート,57.0,大野,62.3,12,8R,３歳上５００万下,12,美浦,中野栄,482,2008.0
20080101030812,4,-6,ダ1700m,8/23(土),札幌,牡,13頭,ナムラウシワカマル,57.0,四位,9.4,5,8R,３歳上５００万下,13,美浦,田村,482,2008.0
20080101030900,3,+8,ダ1700m,8/23(土),札幌,牡,11頭,ナンヨーリバー,53.0,池添,3.5,1,9R,しらかばＳ,1,美浦,池上,506,2008.0
20080101030901,6,-6,ダ1700m,8/23(土),札幌,牡,11頭,エアアドニス,54.0,松田,52.1,11,9R,しらかばＳ,2,美浦,伊藤正,492,2008.0
20080101030902,6,+4,ダ1700m,8/23(土),札幌,牝,11頭,ニシノナースコール,52.0,四位,14.2,6,9R,しらかばＳ,3,美浦,尾形,442,2008.0
20080101030903,4,+2,ダ1700m,8/23(土),札幌,牡,11頭,ロリンザーユーザー,53.0,小林徹,15.5,7,9R,しらかばＳ,4,栗東,池江寿,496,2008.0
20080101030904,6,0,ダ1700m,8/23(土),札幌,牡,11頭,セレスクラブ,53.0,武幸,43.9,10,9R,しらかばＳ,5,栗東,鮫島,476,2008.0
20080101030905,6,-8,ダ1700m,8/23(土),札幌,牡,11頭,ピースデザイン,53.0,三浦,10.3,5,9R,しらかばＳ,6,美浦,堀,540,2008.0
20080101030906,5,+4,ダ1700m,8/23(土),札幌,牡,11頭,ゲイルバニヤン,56.0,岩田,3.9,2,9R,しらかばＳ,7,栗東,池江郎,484,2008.0
20080101030907,4,+6,ダ1700m,8/23(土),札幌,牡,11頭,エスケーカントリー,57.0,横山典,4.6,3,9R,しらかばＳ,8,美浦,武市,508,2008.0
20080101030908,7,+2,ダ1700m,8/23(土),札幌,牡,11頭,メイショウサライ,57.0,秋山,6.4,4,9R,しらかばＳ,9,栗東,増本,458,2008.0
20080101030909,7,-18,ダ1700m,8/23(土),札幌,牡,11頭,タイキエニグマ,56.0,大野,32.6,9,9R,しらかばＳ,10,美浦,清水美,508,2008.0
20080101030910,5,+8,ダ1700m,8/23(土),札幌,牡,11頭,キクノアロー,57.0,藤田,25.1,8,9R,しらかばＳ,11,栗東,吉田,528,2008.0
20080101031000,3,0,芝1800m,8/23(土),札幌,セ,14頭,スピリタス,54.0,安藤勝,4.3,2,10R,石狩特別,1,栗東,岡田,436,2008.0
20080101031001,3,+6,芝1800m,8/23(土),札幌,牡,14頭,コンプトゥス,54.0,岩田,5.4,4,10R,石狩特別,2,栗東,松田国,516,2008.0
20080101031002,3,-2,芝1800m,8/23(土),札幌,牝,14頭,フィックルベリー,52.0,秋山,27.9,8,10R,石狩特別,3,栗東,大久龍,416,2008.0
20080101031003,4,-2,芝1800m,8/23(土),札幌,牡,14頭,ダブルヒーロー,57.0,四位,10.3,6,10R,石狩特別,4,美浦,斎藤宏,518,2008.0
20080101031004,4,-8,芝1800m,8/23(土),札幌,牡,14頭,ケイアイマイスキー,57.0,藤田,4.1,1,10R,石狩特別,5,栗東,白井,462,2008.0
20080101031005,4,-4,芝1800m,8/23(土),札幌,牡,14頭,マイネルクルーガー,57.0,津村,7.6,5,10R,石狩特別,6,栗東,宮,458,2008.0
20080101031006,3,+8,芝1800m,8/23(土),札幌,牡,14頭,ケンセイフライト,54.0,池添,31.7,9,10R,石狩特別,7,栗東,西浦,482,2008.0
20080101031007,4,-2,芝1800m,8/23(土),札幌,牝,14頭,サプライズユー,55.0,三浦,21.2,7,10R,石狩特別,8,美浦,浅野,446,2008.0
20080101031008,4,-2,芝1800m,8/23(土),札幌,牡,14頭,ハツカリ,57.0,長谷川,58.4,10,10R,石狩特別,9,美浦,小桧山,466,2008.0
20080101031009,3,+30,芝1800m,8/23(土),札幌,牝,14頭,メイショウマリア,52.0,横山典,4.7,3,10R,石狩特別,10,美浦,小島太,486,2008.0
20080101031010,4,-8,芝1800m,8/23(土),札幌,牡,14頭,マイグッドフェロー,57.0,丸田,164.9,13,10R,石狩特別,11,美浦,浅野,446,2008.0
20080101031011,4,-10,芝1800m,8/23(土),札幌,牡,14頭,ジョーネンボー,57.0,郷原,146.3,12,10R,石狩特別,12,美浦,柴田人,474,2008.0
20080101031012,3,-3,芝1800m,8/23(土),札幌,牡,14頭,リワードファントム,54.0,大野,130.1,11,10R,石狩特別,13,美浦,藤原辰,450,2008.0
20080101031013,4,+4,芝1800m,8/23(土),札幌,牡,14頭,スズノライコウ,57.0,北村友,243.7,14,10R,石狩特別,14,美浦,高橋裕,494,2008.0
20080101031100,4,+6,芝2000m,8/23(土),札幌,牡,11頭,ドリームサンデー,57.0,岩田,2.2,1,11R,日高特別,1,栗東,池江郎,496,2008.0
20080101031101,3,+2,芝2000m,8/23(土),札幌,牡,11頭,ネオスピリッツ,54.0,藤田,4.7,3,11R,日高特別,2,美浦,藤沢和,472,2008.0
20080101031102,4,+14,芝2000m,8/23(土),札幌,牝,11頭,パッションレッド,55.0,安藤勝,5.7,4,11R,日高特別,3,栗東,松田博,490,2008.0
20080101031103,4,0,芝2000m,8/23(土),札幌,牡,11頭,サンライズベガ,57.0,北村友,4.5,2,11R,日高特別,4,栗東,音無,486,2008.0
20080101031104,6,-8,芝2000m,8/23(土),札幌,牡,11頭,フェスティヴナイト,57.0,長谷川,35.8,9,11R,日高特別,5,美浦,斎藤宏,452,2008.0
20080101031105,3,-10,芝2000m,8/23(土),札幌,牡,11頭,ディアプリンシパル,54.0,池添,25.6,5,11R,日高特別,6,栗東,清水出,458,2008.0
20080101031106,5,-10,芝2000m,8/23(土),札幌,牡,11頭,サクセスガーウィン,57.0,大野,58.7,10,11R,日高特別,7,美浦,久保田,478,2008.0
20080101031107,6,-8,芝2000m,8/23(土),札幌,牡,11頭,ユメロマン,57.0,丸田,28.1,7,11R,日高特別,8,美浦,宗像,460,2008.0
20080101031108,4,0,芝2000m,8/23(土),札幌,牡,11頭,エアリーズ,57.0,三浦,25.8,6,11R,日高特別,9,栗東,作田,474,2008.0
20080101031109,4,+4,芝2000m,8/23(土),札幌,牡,11頭,ディジュリドゥー,57.0,松田,32.4,8,11R,日高特別,10,栗東,柴田見,514,2008.0
20080101031110,4,0,芝2000m,8/23(土),札幌,牡,11頭,グローリーソング,57.0,小原,169.3,11,11R,日高特別,11,栗東,小原,470,2008.0
20080101031200,4,-6,芝2600m,8/23(土),札幌,牝,13頭,アメジストリング,55.0,四位,2.3,1,12R,３歳上５００万下,1,栗東,浅見,476,2008.0
20080101031201,3,0,芝2600m,8/23(土),札幌,牝,13頭,マイネソシオ,51.0,☆北村友,23.2,10,12R,３歳上５００万下,2,栗東,岡田,416,2008.0
20080101031202,3,+10,芝2600m,8/23(土),札幌,牡,13頭,マームードイモン,54.0,小原,6.5,3,12R,３歳上５００万下,3,栗東,小原,434,2008.0
20080101031203,4,-2,芝2600m,8/23(土),札幌,牡,13頭,マヒオレ,57.0,安藤勝,4.9,2,12R,３歳上５００万下,4,栗東,角居,480,2008.0
20080101031204,3,+18,芝2600m,8/23(土),札幌,牡,13頭,ナリタキングパワー,54.0,岩田,17.0,7,12R,３歳上５００万下,5,栗東,小野,536,2008.0
20080101031205,6,0,芝2600m,8/23(土),札幌,牡,13頭,メジロスパイダー,57.0,菊沢,10.0,4,12R,３歳上５００万下,6,美浦,高木,484,2008.0
20080101031206,4,-4,芝2600m,8/23(土),札幌,牝,13頭,キャサリンダイヤ,54.0,☆的場,107.5,12,12R,３歳上５００万下,7,美浦,稗田,490,2008.0
20080101031207,5,+8,芝2600m,8/23(土),札幌,牝,13頭,グレートキャンドル,55.0,松田,16.6,6,12R,３歳上５００万下,8,栗東,昆,454,2008.0
20080101031208,3,-2,芝2600m,8/23(土),札幌,牡,13頭,トーアヘンリー,51.0,▲丸田,19.0,8,12R,３歳上５００万下,9,美浦,藤原辰,474,2008.0
20080101031209,3,-4,芝2600m,8/23(土),札幌,牡,13頭,センノカゼ,52.0,△三浦,19.1,9,12R,３歳上５００万下,10,栗東,山内,476,2008.0
20080101031210,3,0,芝2600m,8/23(土),札幌,牡,13頭,ショウサンマグナ,54.0,津村,56.5,11,12R,３歳上５００万下,11,栗東,矢作,476,2008.0
20080101031211,4,+4,芝2600m,8/23(土),札幌,牝,13頭,ヤマカツマドンナ,52.0,▲大江原,182.0,13,12R,３歳上５００万下,12,栗東,福島,498,2008.0
20080101031212,5,-8,芝2600m,8/23(土),札幌,牡,13頭,ディープウイング,57.0,藤田,16.3,5,12R,３歳上５００万下,中止,栗東,本田,448,2008.0
20080101040100,2,+8,芝1200m,8/24(日),札幌,牡,10頭,ネコパンチ,51.0,▲丸田,6.8,3,1R,２歳未勝利,1,美浦,小林,458,2008.0
20080101040101,2,+4,芝1200m,8/24(日),札幌,牡,10頭,マイネルロワイヤル,53.0,☆北村友,16.4,4,1R,２歳未勝利,2,栗東,中村,456,2008.0
20080101040102,2,+4,芝1200m,8/24(日),札幌,牡,10頭,マイネルエルドラド,54.0,藤田,1.3,1,1R,２歳未勝利,3,美浦,岩戸,480,2008.0
20080101040103,2,+4,芝1200m,8/24(日),札幌,牡,10頭,スズカフレーム,54.0,芹沢,83.6,7,1R,２歳未勝利,4,栗東,橋田,466,2008.0
20080101040104,2,+2,芝1200m,8/24(日),札幌,牡,10頭,ゼットホーオー,52.0,△三浦,6.5,2,1R,２歳未勝利,5,栗東,山内,454,2008.0
20080101040105,2,-2,芝1200m,8/24(日),札幌,牡,10頭,プロウスト,54.0,岩田,30.1,5,1R,２歳未勝利,6,美浦,高松,480,2008.0
20080101040106,2,0,芝1200m,8/24(日),札幌,牝,10頭,トーセンザメイデン,54.0,大野,32.4,6,1R,２歳未勝利,7,美浦,石栗,448,2008.0
20080101040107,2,+4,芝1200m,8/24(日),札幌,牡,10頭,ノボビクトリー,51.0,▲荻野琢,122.3,9,1R,２歳未勝利,8,美浦,西塚,444,2008.0
20080101040108,2,+4,芝1200m,8/24(日),札幌,牝,10頭,ハワイアンシェーナ,54.0,蛯名,83.8,8,1R,２歳未勝利,9,美浦,中野栄,416,2008.0
20080101040109,2,-10,芝1200m,8/24(日),札幌,牡,10頭,タイセイラプター,54.0,北村浩,180.6,10,1R,２歳未勝利,10,栗東,新川,462,2008.0
20080101040200,3,-4,ダ1700m,8/24(日),札幌,牡,13頭,ソニックブレード,54.0,△三浦,1.8,1,2R,３歳未勝利,1,美浦,矢野照,500,2008.0
20080101040201,3,-8,ダ1700m,8/24(日),札幌,牡,13頭,ハクサンレジェンド,56.0,芹沢,41.0,7,2R,３歳未勝利,2,美浦,浅野,436,2008.0
20080101040202,3,-6,ダ1700m,8/24(日),札幌,牡,13頭,ハッカイサンライズ,56.0,蛯名,4.0,2,2R,３歳未勝利,3,美浦,藤原辰,450,2008.0
20080101040203,3,-2,ダ1700m,8/24(日),札幌,牡,13頭,トキメキボストン,53.0,▲丸田,6.0,3,2R,３歳未勝利,4,美浦,佐藤吉,476,2008.0
20080101040204,3,-2,ダ1700m,8/24(日),札幌,牡,13頭,コウワスプラッシュ,56.0,青木,94.3,11,2R,３歳未勝利,5,美浦,阿部,442,2008.0
20080101040205,3,-12,ダ1700m,8/24(日),札幌,牝,13頭,エイトシード,54.0,池添,48.0,10,2R,３歳未勝利,6,美浦,南田,428,2008.0
20080101040206,3,0,ダ1700m,8/24(日),札幌,牡,13頭,ファンドリバトル,53.0,▲荻野琢,43.1,8,2R,３歳未勝利,7,栗東,西園,460,2008.0
20080101040207,3,-4,ダ1700m,8/24(日),札幌,牝,13頭,クリノモンブラン,54.0,大野,14.5,4,2R,３歳未勝利,8,栗東,荒川,434,2008.0
20080101040208,3,+6,ダ1700m,8/24(日),札幌,牡,13頭,メイショウカンスケ,55.0,☆北村友,96.0,12,2R,３歳未勝利,9,栗東,安田伊,486,2008.0
20080101040209,3,+4,ダ1700m,8/24(日),札幌,牝,13頭,チキリテンダリー,54.0,長谷川,272.1,13,2R,３歳未勝利,10,栗東,吉田,444,2008.0
20080101040210,3,-2,ダ1700m,8/24(日),札幌,牡,13頭,サクラシザーズ,56.0,藤田,19.0,5,2R,３歳未勝利,11,栗東,梅田智,508,2008.0
20080101040211,3,-2,ダ1700m,8/24(日),札幌,牡,13頭,フィデリオ,56.0,梶,45.8,9,2R,３歳未勝利,12,栗東,矢作,484,2008.0
20080101040212,3,-14,ダ1700m,8/24(日),札幌,牡,13頭,ダークエナジー,56.0,松田,28.6,6,2R,３歳未勝利,13,栗東,中尾秀,486,2008.0
20080101040300,3,0,ダ1700m,8/24(日),札幌,牡,13頭,エナージバイオ,53.0,▲丸田,5.4,3,3R,３歳未勝利,1,栗東,梅田智,462,2008.0
20080101040301,3,-4,ダ1700m,8/24(日),札幌,牡,13頭,ストロングジャック,56.0,横山典,5.5,4,3R,３歳未勝利,2,美浦,鹿戸雄,516,2008.0
20080101040302,3,-2,ダ1700m,8/24(日),札幌,牝,13頭,ロッソトウショウ,54.0,古川,50.0,7,3R,３歳未勝利,3,美浦,土田,464,2008.0
20080101040303,3,-2,ダ1700m,8/24(日),札幌,牡,13頭,サーンバラッド,54.0,△三浦,3.9,2,3R,３歳未勝利,4,美浦,武市,496,2008.0
20080101040304,3,+2,ダ1700m,8/24(日),札幌,牝,13頭,サラノコジーン,54.0,松岡,2.9,1,3R,３歳未勝利,5,美浦,相沢,486,2008.0
20080101040305,3,+8,ダ1700m,8/24(日),札幌,牡,13頭,ロードレガリア,56.0,武幸,85.4,10,3R,３歳未勝利,6,栗東,藤岡健,516,2008.0
20080101040306,3,-6,ダ1700m,8/24(日),札幌,牝,13頭,トーセンスプライト,54.0,岩田,8.7,5,3R,３歳未勝利,7,美浦,斎藤宏,492,2008.0
20080101040307,3,-6,ダ1700m,8/24(日),札幌,牝,13頭,パープルコランダム,54.0,秋山,12.4,6,3R,３歳未勝利,8,美浦,武藤,478,2008.0
20080101040308,3,+4,ダ1700m,8/24(日),札幌,牝,13頭,グランドオーパス,54.0,芹沢,52.6,8,3R,３歳未勝利,9,栗東,矢作,454,2008.0
20080101040309,3,+10,ダ1700m,8/24(日),札幌,牝,13頭,ケイエスラック,54.0,松田,170.8,12,3R,３歳未勝利,10,栗東,高橋成,472,2008.0
20080101040310,3,0,ダ1700m,8/24(日),札幌,牡,13頭,スーパーワンダー,56.0,青木,119.7,11,3R,３歳未勝利,11,美浦,阿部,492,2008.0
20080101040311,3,+38,ダ1700m,8/24(日),札幌,牡,13頭,シルキーワイルド,56.0,梶,55.8,9,3R,３歳未勝利,12,美浦,矢野照,476,2008.0
20080101040312,3,-6,ダ1700m,8/24(日),札幌,牡,13頭,テーラーベンチャー,56.0,大野,183.3,13,3R,３歳未勝利,13,美浦,平井,496,2008.0
20080101040400,2,0,芝1800m,8/24(日),札幌,牡,13頭,テーオーストーム,54.0,岩田,3.6,1,4R,２歳新馬,1,栗東,藤岡健,476,2008.0
20080101040401,2,0,芝1800m,8/24(日),札幌,牡,13頭,マイネルプロートス,54.0,松岡,14.6,7,4R,２歳新馬,2,栗東,加用,484,2008.0
20080101040402,2,0,芝1800m,8/24(日),札幌,牝,13頭,タイトルパート,54.0,安藤勝,4.7,2,4R,２歳新馬,3,栗東,鮫島,498,2008.0
20080101040403,2,0,芝1800m,8/24(日),札幌,牡,13頭,ニシノラブキング,54.0,四位,15.6,8,4R,２歳新馬,4,栗東,浅見,478,2008.0
20080101040404,2,0,芝1800m,8/24(日),札幌,牝,13頭,ワールドレデー,54.0,秋山,46.3,10,4R,２歳新馬,5,栗東,池添,494,2008.0
20080101040405,2,0,芝1800m,8/24(日),札幌,牡,13頭,ダンツフロント,54.0,藤田,5.4,4,4R,２歳新馬,6,栗東,中村,524,2008.0
20080101040406,2,0,芝1800m,8/24(日),札幌,牡,13頭,ヴィーヴァサルーテ,54.0,横山典,12.4,5,4R,２歳新馬,7,栗東,作田,504,2008.0
20080101040407,2,0,芝1800m,8/24(日),札幌,牡,13頭,フリソ,53.0,☆的場,75.7,12,4R,２歳新馬,8,美浦,小島茂,474,2008.0
20080101040408,2,0,芝1800m,8/24(日),札幌,牡,13頭,ハイゲート,53.0,☆北村友,13.4,6,4R,２歳新馬,9,美浦,小笠,514,2008.0
20080101040409,2,0,芝1800m,8/24(日),札幌,牡,13頭,ショウナンサンガ,54.0,蛯名,5.1,3,4R,２歳新馬,10,美浦,二ノ宮,482,2008.0
20080101040410,2,0,芝1800m,8/24(日),札幌,牡,13頭,リッカアリュール,54.0,池添,24.4,9,4R,２歳新馬,11,栗東,鶴留,466,2008.0
20080101040411,2,0,芝1800m,8/24(日),札幌,牡,13頭,オンリースカイ,52.0,△三浦,64.2,11,4R,２歳新馬,12,栗東,中竹,492,2008.0
20080101040412,2,0,芝1800m,8/24(日),札幌,牡,13頭,チェリーブレーヴ,54.0,武幸,134.6,13,4R,２歳新馬,13,美浦,中野渡,484,2008.0
20080101040500,3,-6,芝1200m,8/24(日),札幌,牡,16頭,ボーダレスワールド,54.0,△三浦,3.0,1,5R,３歳未勝利,1,美浦,加藤征,524,2008.0
20080101040501,3,+6,芝1200m,8/24(日),札幌,牡,16頭,カワキタライジン,56.0,松岡,9.0,5,5R,３歳未勝利,2,美浦,相沢,458,2008.0
20080101040502,3,+8,芝1200m,8/24(日),札幌,牡,16頭,モエレロングラン,56.0,安藤勝,16.5,7,5R,３歳未勝利,3,美浦,河野,506,2008.0
20080101040503,3,-4,芝1200m,8/24(日),札幌,牝,16頭,スリータキオン,54.0,武英,21.2,8,5R,３歳未勝利,4,栗東,武宏,432,2008.0
20080101040504,3,+2,芝1200m,8/24(日),札幌,牡,16頭,バイヨン,56.0,岩田,4.6,2,5R,３歳未勝利,5,美浦,萩原,434,2008.0
20080101040505,3,+8,芝1200m,8/24(日),札幌,牝,16頭,ジョーアニマート,51.0,▲荻野琢,9.3,6,5R,３歳未勝利,6,美浦,田村,456,2008.0
20080101040506,3,-6,芝1200m,8/24(日),札幌,牡,16頭,エムオーヒーロー,56.0,横山典,8.0,3,5R,３歳未勝利,7,美浦,清水英,430,2008.0
20080101040507,3,+12,芝1200m,8/24(日),札幌,セ,16頭,デュークレジェンド,56.0,四位,98.7,15,5R,３歳未勝利,8,美浦,後藤,448,2008.0
20080101040508,3,+4,芝1200m,8/24(日),札幌,牝,16頭,トシアツキ,54.0,北村浩,8.3,4,5R,３歳未勝利,9,栗東,藤沢則,430,2008.0
20080101040509,3,-4,芝1200m,8/24(日),札幌,牝,16頭,テーブルフラワー,54.0,秋山,33.6,9,5R,３歳未勝利,10,美浦,萩原,426,2008.0
20080101040510,3,+10,芝1200m,8/24(日),札幌,牝,16頭,シャトルクリスティ,54.0,長谷川,91.2,14,5R,３歳未勝利,11,栗東,西浦,414,2008.0
20080101040511,3,0,芝1200m,8/24(日),札幌,牡,16頭,リネンエース,56.0,藤田,37.3,10,5R,３歳未勝利,12,美浦,南田,442,2008.0
20080101040512,3,+12,芝1200m,8/24(日),札幌,牡,16頭,フジアンドリュウ,56.0,大野,52.3,11,5R,３歳未勝利,13,美浦,二本柳,464,2008.0
20080101040513,3,0,芝1200m,8/24(日),札幌,牡,16頭,ハイブリッドスター,53.0,▲丸田,53.3,12,5R,３歳未勝利,14,美浦,尾形,442,2008.0
20080101040514,3,+10,芝1200m,8/24(日),札幌,牝,16頭,クレバーモーリン,53.0,☆北村友,88.1,13,5R,３歳未勝利,15,栗東,崎山,430,2008.0
20080101040515,3,0,芝1200m,8/24(日),札幌,牡,16頭,ショットバー,56.0,小林徹,204.9,16,5R,３歳未勝利,16,栗東,武宏,454,2008.0
20080101040600,4,0,ダ1700m,8/24(日),札幌,牝,12頭,ヴィアラクテア,55.0,藤田,2.0,1,6R,３歳上５００万下,1,栗東,藤原英,476,2008.0
20080101040601,3,+14,ダ1700m,8/24(日),札幌,牝,12頭,タガノクリスエス,51.0,☆北村友,3.2,2,6R,３歳上５００万下,2,栗東,松田博,474,2008.0
20080101040602,4,-6,ダ1700m,8/24(日),札幌,牝,12頭,コパノタイマネ,54.0,☆的場,7.0,3,6R,３歳上５００万下,3,栗東,崎山,486,2008.0
20080101040603,4,0,ダ1700m,8/24(日),札幌,牝,12頭,エプソムアイリス,53.0,△三浦,8.6,4,6R,３歳上５００万下,4,栗東,山内,438,2008.0
20080101040604,4,-6,ダ1700m,8/24(日),札幌,牝,12頭,メイショウアルペン,55.0,武幸,15.4,5,6R,３歳上５００万下,5,栗東,武邦,412,2008.0
20080101040605,5,-12,ダ1700m,8/24(日),札幌,牝,12頭,コアレスキャスト,52.0,▲丸田,46.5,7,6R,３歳上５００万下,6,美浦,成島,456,2008.0
20080101040606,5,-2,ダ1700m,8/24(日),札幌,牝,12頭,クイックバレリーナ,55.0,長谷川,164.9,12,6R,３歳上５００万下,7,栗東,荒川,452,2008.0
20080101040607,4,+4,ダ1700m,8/24(日),札幌,牝,12頭,ナリタトパーズ,55.0,河北,118.4,11,6R,３歳上５００万下,8,栗東,小野,446,2008.0
20080101040608,4,0,ダ1700m,8/24(日),札幌,牝,12頭,フジノイチヒメ,55.0,蛯名,52.2,9,6R,３歳上５００万下,9,美浦,柄崎,462,2008.0
20080101040609,3,+4,ダ1700m,8/24(日),札幌,牝,12頭,ミフユ,52.0,小林徹,50.7,8,6R,３歳上５００万下,10,栗東,目野,486,2008.0
20080101040610,4,+8,ダ1700m,8/24(日),札幌,牝,12頭,アイスカービング,55.0,大野,30.1,6,6R,３歳上５００万下,11,美浦,松山将,466,2008.0
20080101040611,4,+2,ダ1700m,8/24(日),札幌,牝,12頭,シルバージャンパー,52.0,▲荻野琢,92.9,10,6R,３歳上５００万下,12,栗東,松永昌,518,2008.0
20080101040700,3,+8,ダ1700m,8/24(日),札幌,牡,13頭,ケイアイプラウド,54.0,岩田,6.6,4,7R,３歳上５００万下,1,栗東,白井,482,2008.0
20080101040701,4,-6,ダ1700m,8/24(日),札幌,牡,13頭,タニノロッキー,57.0,秋山,3.4,1,7R,３歳上５００万下,2,栗東,河内,454,2008.0
20080101040702,4,+2,ダ1700m,8/24(日),札幌,牡,13頭,ユーワファントム,57.0,藤田,11.6,6,7R,３歳上５００万下,3,美浦,武藤,496,2008.0
20080101040703,4,+2,ダ1700m,8/24(日),札幌,牡,13頭,シルクストライカー,57.0,小林徹,31.0,9,7R,３歳上５００万下,4,栗東,目野,466,2008.0
20080101040704,3,-4,ダ1700m,8/24(日),札幌,牡,13頭,メイショウタメトモ,54.0,古川,9.3,5,7R,３歳上５００万下,5,栗東,武田,434,2008.0
20080101040705,4,-8,ダ1700m,8/24(日),札幌,牡,13頭,アツキオモイ,57.0,大野,23.6,8,7R,３歳上５００万下,6,美浦,鈴木勝,442,2008.0
20080101040706,3,+10,ダ1700m,8/24(日),札幌,牡,13頭,ウォーターボーイズ,54.0,安藤勝,4.2,2,7R,３歳上５００万下,7,美浦,藤沢和,496,2008.0
20080101040707,4,+8,ダ1700m,8/24(日),札幌,牡,13頭,シャドウブルース,55.0,△三浦,5.7,3,7R,３歳上５００万下,8,美浦,河野,496,2008.0
20080101040708,3,+18,ダ1700m,8/24(日),札幌,牡,13頭,カネトシトレンド,54.0,長谷川,41.9,11,7R,３歳上５００万下,9,栗東,中村,452,2008.0
20080101040709,4,+2,ダ1700m,8/24(日),札幌,牡,13頭,エクスハイタッチ,57.0,菊沢,116.6,12,7R,３歳上５００万下,10,美浦,柄崎,448,2008.0
20080101040710,3,-4,ダ1700m,8/24(日),札幌,牡,13頭,セイカカリンバ,54.0,松岡,38.8,10,7R,３歳上５００万下,11,美浦,相沢,464,2008.0
20080101040711,4,+12,ダ1700m,8/24(日),札幌,牡,13頭,トランプ,56.0,☆北村友,15.6,7,7R,３歳上５００万下,12,栗東,崎山,490,2008.0
20080101040712,3,0,ダ1700m,8/24(日),札幌,牡,13頭,ヒシフラッシー,51.0,▲丸田,156.9,13,7R,３歳上５００万下,13,美浦,加藤和,498,2008.0
20080101040800,5,-6,芝1500m,8/24(日),札幌,牡,14頭,セイウンワキタツ,57.0,武幸,26.1,8,8R,藻岩山特別,1,栗東,田所秀,476,2008.0
20080101040801,4,+4,芝1500m,8/24(日),札幌,牡,14頭,ユキノハリケーン,57.0,蛯名,10.9,5,8R,藻岩山特別,2,美浦,根本,488,2008.0
20080101040802,4,-4,芝1500m,8/24(日),札幌,牡,14頭,ジャングルテクノ,57.0,四位,6.1,3,8R,藻岩山特別,3,栗東,大久龍,450,2008.0
20080101040803,3,0,芝1500m,8/24(日),札幌,牝,14頭,ミゼリコルデ,52.0,三浦,8.5,4,8R,藻岩山特別,4,栗東,音無,474,2008.0
20080101040804,5,-14,芝1500m,8/24(日),札幌,牡,14頭,ジョウテンロマン,57.0,菊沢,70.2,10,8R,藻岩山特別,5,美浦,二ノ宮,474,2008.0
20080101040805,4,0,芝1500m,8/24(日),札幌,牡,14頭,ムーンレスナイト,57.0,藤田,13.9,6,8R,藻岩山特別,6,美浦,藤沢和,516,2008.0
20080101040806,5,-10,芝1500m,8/24(日),札幌,牡,14頭,クレバージェフリー,57.0,的場,112.8,12,8R,藻岩山特別,7,栗東,崎山,434,2008.0
20080101040807,5,-2,芝1500m,8/24(日),札幌,牡,14頭,アドマイヤダーリン,57.0,岩田,4.8,2,8R,藻岩山特別,8,栗東,友道,496,2008.0
20080101040808,6,+4,芝1500m,8/24(日),札幌,牡,14頭,アサクササンジャ,57.0,松田,124.1,13,8R,藻岩山特別,9,美浦,加藤征,526,2008.0
20080101040809,4,+12,芝1500m,8/24(日),札幌,牝,14頭,クラウンプリンセス,55.0,安藤勝,2.4,1,8R,藻岩山特別,10,栗東,橋口,466,2008.0
20080101040810,5,-8,芝1500m,8/24(日),札幌,牡,14頭,ニシノアンサー,57.0,横山典,15.0,7,8R,藻岩山特別,11,美浦,水野,480,2008.0
